CRASH DATE,BOROUGH,LATITUDE,LONGITUDE
11/06/2022,BROOKLYN,40.683037,-73.96478
11/06/2022,BROOKLYN,40.69216,-73.914764
11/06/2022,BROOKLYN,40.632896,-73.957756
11/06/2022,BROOKLYN,40.614788,-73.94658
11/06/2022,BROOKLYN,40.658394,-73.91557
11/06/2022,BROOKLYN,40.669052,-73.993034
11/06/2022,BROOKLYN,40.728928,-73.95272
11/06/2022,BROOKLYN,40.720306,-73.944305
11/06/2022,BROOKLYN,40.65152,-73.909454
11/06/2022,BROOKLYN,40.643356,-74.01043
11/06/2022,BROOKLYN,40.662506,-73.92166
11/06/2022,BROOKLYN,0,0
11/06/2022,BROOKLYN,40.64848,-73.92519
11/06/2022,BROOKLYN,40.610077,-74.00732
11/06/2022,BROOKLYN,40.665348,-73.91157
11/07/2022,BROOKLYN,40.638523,-74.01
11/07/2022,BROOKLYN,40.639084,-74.009415
11/07/2022,BROOKLYN,40.644855,-73.93837
11/07/2022,BROOKLYN,40.686115,-73.86992
11/07/2022,BROOKLYN,40.661674,-73.99307
11/07/2022,BROOKLYN,40.637524,-73.97726
11/07/2022,BROOKLYN,40.635975,-74.00124
11/07/2022,BROOKLYN,40.72879,-73.94755
11/07/2022,BROOKLYN,40.708767,-73.94004
11/07/2022,BROOKLYN,40.683765,-73.97877
11/07/2022,BROOKLYN,40.605698,-73.95866
11/07/2022,BROOKLYN,40.685646,-73.9653
11/07/2022,BROOKLYN,40.659744,-73.87428
11/07/2022,BROOKLYN,40.657036,-73.89383
11/07/2022,BROOKLYN,40.683044,-74.00366
11/07/2022,BROOKLYN,40.644302,-73.96502
11/07/2022,BROOKLYN,40.646015,-74.00579
11/07/2022,BROOKLYN,40.600544,-73.94076
11/07/2022,BROOKLYN,40.69349,-73.97917
11/07/2022,BROOKLYN,40.65369,-73.96171
11/07/2022,BROOKLYN,40.628613,-73.89931
11/07/2022,BROOKLYN,40.625847,-73.94669
11/07/2022,BROOKLYN,40.637848,-73.968376
11/07/2022,BROOKLYN,40.649857,-73.96608
11/07/2022,BROOKLYN,40.605614,-73.982155
11/07/2022,BROOKLYN,40.6644,-73.993935
11/07/2022,BROOKLYN,40.67385,-73.90024
11/07/2022,BROOKLYN,40.6551,-73.939476
11/07/2022,BROOKLYN,40.673847,-74.01025
11/07/2022,BROOKLYN,40.649895,-73.90762
11/07/2022,BROOKLYN,40.666126,-73.9953
11/07/2022,BROOKLYN,40.610714,-73.95575
11/07/2022,BROOKLYN,40.630688,-73.92521
11/07/2022,BROOKLYN,40.64422,-73.95989
11/07/2022,BROOKLYN,40.645084,-73.933586
11/07/2022,BROOKLYN,40.689457,-73.968956
11/07/2022,BROOKLYN,40.620716,-73.93616
11/07/2022,BROOKLYN,40.668816,-73.89895
11/07/2022,BROOKLYN,40.64366,-73.90067
11/07/2022,BROOKLYN,40.712784,-73.937256
11/07/2022,BROOKLYN,40.613297,-73.95609
11/07/2022,BROOKLYN,40.630127,-73.94482
11/07/2022,BROOKLYN,40.672195,-73.902664
11/07/2022,BROOKLYN,40.683,-73.91334
11/07/2022,BROOKLYN,40.66366,-73.90146
11/07/2022,BROOKLYN,40.649876,-73.92629
11/07/2022,BROOKLYN,40.590748,-73.968376
11/07/2022,BROOKLYN,40.707592,-73.95555
11/07/2022,BROOKLYN,40.694016,-73.93128
11/07/2022,BROOKLYN,40.68449,-73.98271
11/07/2022,BROOKLYN,40.670937,-73.9023
11/07/2022,BROOKLYN,40.66968,-73.91075
11/07/2022,BROOKLYN,40.677364,-73.90798
11/07/2022,BROOKLYN,40.698246,-73.96188
11/07/2022,BROOKLYN,40.711693,-73.95124
11/07/2022,BROOKLYN,40.583252,-73.952515
11/07/2022,BROOKLYN,40.65203,-74.01009
11/07/2022,BROOKLYN,40.714687,-73.94271
11/07/2022,BROOKLYN,40.608,-74.001724
11/07/2022,BROOKLYN,40.64861,-73.99952
11/07/2022,BROOKLYN,40.686367,-73.929756
11/08/2022,BROOKLYN,40.69811,-73.91713
11/08/2022,BROOKLYN,40.684666,-73.96404
11/08/2022,BROOKLYN,40.636208,-73.91663
11/08/2022,BROOKLYN,40.587967,-73.954346
11/08/2022,BROOKLYN,40.67842,-73.94863
11/08/2022,BROOKLYN,40.652412,-73.95396
11/08/2022,BROOKLYN,40.642685,-73.99122
11/08/2022,BROOKLYN,40.670483,-73.89652
11/08/2022,BROOKLYN,40.65415,-73.949936
11/08/2022,BROOKLYN,40.73027,-73.953476
11/08/2022,BROOKLYN,40.66618,-73.905975
11/08/2022,BROOKLYN,40.62497,-74.02154
11/08/2022,BROOKLYN,40.579826,-73.97622
11/08/2022,BROOKLYN,40.698486,-73.986664
11/08/2022,BROOKLYN,40.682144,-74.00587
11/08/2022,BROOKLYN,40.655983,-73.897575
11/08/2022,BROOKLYN,40.60365,-73.99204
11/08/2022,BROOKLYN,40.67398,-73.899315
11/08/2022,BROOKLYN,40.653187,-73.96159
11/08/2022,BROOKLYN,40.70043,-73.96109
11/08/2022,BROOKLYN,0,0
11/08/2022,BROOKLYN,40.61822,-73.96293
11/08/2022,BROOKLYN,40.70431,-73.9133
11/08/2022,BROOKLYN,40.64663,-73.95566
11/08/2022,BROOKLYN,40.60521,-73.997635
11/08/2022,BROOKLYN,40.660778,-73.87938
11/08/2022,BROOKLYN,40.63396,-74.01476
11/08/2022,BROOKLYN,40.642303,-74.01324
11/08/2022,BROOKLYN,40.598343,-73.9863
11/08/2022,BROOKLYN,40.699482,-73.96104
11/08/2022,BROOKLYN,40.61149,-73.972404
11/08/2022,BROOKLYN,40.69365,-73.98333
11/08/2022,BROOKLYN,40.634323,-74.00002
11/08/2022,BROOKLYN,40.599854,-73.98878
11/08/2022,BROOKLYN,40.651833,-74.003334
11/08/2022,BROOKLYN,40.678726,-73.91889
11/08/2022,BROOKLYN,40.600082,-73.96591
11/08/2022,BROOKLYN,40.67271,-73.97089
11/08/2022,BROOKLYN,0,0
11/08/2022,BROOKLYN,40.657173,-73.921074
11/08/2022,BROOKLYN,40.728973,-73.95272
11/08/2022,BROOKLYN,40.624863,-74.01496
11/08/2022,BROOKLYN,40.64316,-74.01922
11/08/2022,BROOKLYN,40.627884,-73.992386
11/08/2022,BROOKLYN,40.67385,-73.90024
11/08/2022,BROOKLYN,40.652447,-73.953285
11/08/2022,BROOKLYN,40.6913,-73.9455
11/08/2022,BROOKLYN,40.57289,-73.99058
11/08/2022,BROOKLYN,40.677998,-73.97306
11/08/2022,BROOKLYN,40.603683,-73.9554
11/08/2022,BROOKLYN,40.636326,-73.958405
11/08/2022,BROOKLYN,40.675987,-73.91932
11/08/2022,BROOKLYN,40.690216,-73.907295
11/09/2022,BROOKLYN,40.641987,-74.01724
11/09/2022,BROOKLYN,40.66056,-74.0012
11/09/2022,BROOKLYN,40.696903,-73.93601
11/09/2022,BROOKLYN,0,0
11/09/2022,BROOKLYN,40.713215,-73.942856
11/09/2022,BROOKLYN,40.625942,-73.95444
11/09/2022,BROOKLYN,40.654716,-73.90711
11/09/2022,BROOKLYN,40.5916,-73.960686
11/09/2022,BROOKLYN,40.69985,-73.991035
11/09/2022,BROOKLYN,40.675037,-73.930534
11/09/2022,BROOKLYN,40.669724,-73.86097
11/09/2022,BROOKLYN,40.615364,-73.94575
11/09/2022,BROOKLYN,40.629246,-74.00531
11/09/2022,BROOKLYN,40.69657,-73.95844
11/09/2022,BROOKLYN,40.670483,-73.89652
11/09/2022,BROOKLYN,40.684906,-73.99169
11/09/2022,BROOKLYN,40.682777,-73.98242
11/09/2022,BROOKLYN,40.66781,-73.97649
11/09/2022,BROOKLYN,40.68442,-73.97839
11/09/2022,BROOKLYN,0,0
11/09/2022,BROOKLYN,40.61439,-73.91122
11/09/2022,BROOKLYN,40.722286,-73.957466
11/09/2022,BROOKLYN,40.669495,-73.873856
11/09/2022,BROOKLYN,40.648254,-73.971405
11/09/2022,BROOKLYN,40.616043,-73.94484
